,id,budget,revenue
193,181533,127000000,3.494e+08
194,38055,130000000,3.219e+08
195,671,125000000,9.765e+08
196,49524,130000000,6.165e+07
197,22,140000000,6.550e+08
198,131631,125000000,7.521e+08
199,591,125000000,7.678e+08
200,172385,103000000,5.002e+08
201,36658,110000000,4.077e+08
202,51497,125000000,6.261e+08
203,58574,125000000,3.346e+08
204,18823,125000000,2.327e+08
205,861,65000000,2.613e+08
206,1911,160000000,6.170e+07
207,49040,130000000,2.766e+08
208,415,125000000,2.382e+08
209,8871,123000000,3.451e+08
210,435,125000000,5.443e+08
211,955,125000000,5.464e+08
212,2133,120000000,3.258e+08
213,1979,130000000,2.890e+08
214,87827,120000000,6.090e+08
215,1250,110000000,2.287e+08
216,324668,120000000,4.155e+08
217,9471,120000000,2.592e+08
218,70981,130000000,4.032e+08
219,10996,120000000,1.700e+08
220,68724,115000000,2.861e+08
221,2789,105000000,1.158e+08
222,97020,120000000,2.427e+08
223,7459,120000000,9.395e+07
224,42888,120000000,4.867e+07
225,37834,117000000,2.619e+08
226,75612,120000000,2.862e+08
227,1895,113000000,8.500e+08
228,1894,120000000,6.494e+08
229,585,115000000,5.628e+08
230,76170,120000000,4.154e+08
231,1893,115000000,9.243e+08
232,49519,135000000,5.852e+08
233,2395,97250400,1.329e+08
234,12100,115000000,7.763e+07
235,290595,115000000,1.646e+08
236,98566,125000000,4.772e+08
237,49047,105000000,7.164e+08
238,9619,116000000,1.781e+08
239,308531,135000000,2.456e+08
240,166424,120000000,1.680e+08
241,1593,110000000,5.745e+08
242,254128,110000000,4.705e+08
243,714,110000000,3.330e+08
244,2024,110000000,2.153e+08
245,163,110000000,3.627e+08
246,787,110000000,4.782e+08
247,262500,110000000,2.952e+08
248,2567,116000000,1.020e+08
249,38745,112000000,2.374e+08
250,40805,120000000,2.278e+08
251,53182,110000000,3.376e+08
252,41513,110000000,5.637e+08
253,13700,110000000,1.040e+08
254,262504,110000000,1.792e+08
255,39254,110000000,2.993e+08
256,77931,105000000,3.474e+08
257,1639,160000000,1.645e+08
258,80274,110000000,1.255e+08
259,1571,110000000,3.835e+08
260,120,93000000,8.714e+08
261,10204,110000000,7.218e+07
262,8489,107000000,8.771e+07
263,2048,120000000,3.472e+08
264,1495,130000000,2.116e+08
265,10137,133000000,3.001e+08
266,10198,105000000,2.670e+08
267,286217,108000000,6.302e+08
268,1635,126000000,1.629e+08
269,24113,90000000,1.037e+07
270,9679,90000000,2.372e+08
271,98,103000000,4.576e+08
272,180,102000000,3.584e+08
273,672,100000000,8.767e+08
274,36557,150000000,5.990e+08
275,869,100000000,3.622e+08
276,280,100000000,5.200e+08
277,11322,80000000,2.141e+08
278,4982,100000000,2.665e+08
279,36955,115000000,3.789e+08
280,18487,100000000,1.502e+08
281,39451,100000000,3.107e+08
282,27581,100000000,1.704e+08
283,9268,100000000,2.423e+08
284,68718,100000000,4.254e+08
285,10545,100000000,1.001e+08
286,11688,100000000,1.693e+08
287,76163,100000000,3.126e+08
288,2059,100000000,3.475e+08
289,2486,100000000,2.493e+08
290,16523,100000000,1.001e+08
291,116711,100000000,2.684e+08
292,37710,100000000,2.787e+08
293,9946,100000000,2.120e+08
294,1372,100000000,1.709e+08
295,106646,100000000,3.920e+08
296,414,100000000,3.365e+08
297,563,105000000,1.212e+08
298,83542,102000000,1.305e+08
299,41216,80000000,1.401e+08
300,314,100000000,8.210e+07
301,184315,100000000,2.434e+08
302,9016,140000000,1.096e+08
303,18162,100000000,6.869e+07
304,138103,90000000,2.062e+08
305,257088,105000000,1.337e+08
306,205775,100000000,9.382e+07
307,11692,100000000,7.104e+06
308,22972,100000000,9.488e+07
309,227973,99000000,2.462e+08
310,29193,10000000,1.384e+07
311,1734,98000000,4.330e+08
312,3131,100000000,1.938e+08
313,76758,94000000,9.531e+07
314,9408,85000000,1.490e+08
315,9890,90000000,1.020e+08
316,855,92000000,1.730e+08
317,18,90000000,2.639e+08
318,37786,100000000,2.883e+08
319,10501,95000000,7.643e+07
320,57800,95000000,8.772e+08
321,150689,95000000,5.435e+08
322,7980,65000000,9.353e+07
323,12,94000000,9.403e+08
324,122,94000000,1.119e+09
325,121,79000000,9.263e+08
326,68737,95000000,1.142e+08
327,1995,115000000,2.747e+08
328,157353,100000000,1.030e+08
329,331,93000000,3.688e+08
330,61791,93000000,4.829e+08
331,8204,90000000,1.628e+08
332,47964,92000000,3.047e+08
333,10733,145000000,2.582e+07
334,9806,92000000,6.314e+08
335,1408,98000000,1.002e+07
336,32657,95000000,2.265e+08
337,607,90000000,5.894e+08
338,863,90000000,4.974e+08
339,44048,100000000,1.678e+08
340,5175,90000000,3.473e+08
341,2655,100000000,1.555e+08
342,22794,100000000,2.430e+08
343,8355,90000000,8.867e+08
344,116745,90000000,1.881e+08
345,4327,92000000,2.641e+08
346,1422,90000000,2.898e+08
347,10674,90000000,3.043e+08
348,7446,92000000,1.881e+08
349,65754,90000000,2.326e+08
350,1572,90000000,3.661e+08
351,10528,90000000,5.240e+08
352,271969,100000000,9.406e+07
353,10865,120000000,1.861e+08
354,2253,75000000,2.003e+08
355,10661,90000000,2.016e+08
356,257344,88000000,2.436e+08
357,644,100000000,2.359e+08
358,10756,90000000,1.823e+08
359,686,90000000,1.711e+08
360,9383,95000000,1.902e+08
361,179,80000000,1.629e+08
362,76285,90000000,1.746e+08
363,1996,95000000,1.565e+08
364,291805,90000000,3.349e+08
365,10003,68000000,1.181e+08
366,1535,92000000,1.430e+08
367,2067,90000000,6.087e+07
368,46195,90000000,4.846e+08
369,2277,100000000,9.370e+07
370,4477,90000000,1.408e+08
371,8665,100000000,3.517e+07
372,9387,20000000,7.911e+07
373,921,88000000,1.085e+08
374,49852,90000000,1.618e+07
375,4464,87000000,1.483e+08
376,664,92000000,4.945e+08
377,8358,90000000,4.296e+08
378,9836,100000000,3.843e+08
379,2502,75000000,2.885e+08
380,9772,85000000,3.152e+08
381,161,85000000,4.507e+08
382,52451,75000000,1.323e+08
383,76492,85000000,3.584e+08
384,4523,85000000,3.405e+08
385,59961,85000000,2.081e+08
386,10481,85000000,1.836e+08
387,59108,75000000,1.529e+08
388,1581,85000000,1.942e+08
389,9798,90000000,2.506e+08
390,22897,85000000,2.191e+08
391,298,85000000,3.113e+08
392,7484,85000000,1.973e+08
393,157350,85000000,2.887e+08
394,853,68000000,9.698e+07
395,10159,85000000,8.092e+07
396,9593,85000000,1.373e+08
397,1904,85000000,1.622e+08
398,9615,85000000,1.585e+08
399,297,90000000,1.429e+08
400,9884,85000000,7.838e+07
401,62764,85000000,1.830e+08
402,22538,60000000,4.766e+07
403,9341,60000000,7.421e+07
404,12107,84000000,1.233e+08
405,9637,84000000,2.757e+08
406,49049,50000000,4.104e+07
407,9339,82500000,2.377e+08
408,16281,8000000,2.103e+07
409,39691,85000000,1.125e+08
410,8247,85000000,2.222e+08
411,11253,85000000,1.604e+08
412,1949,65000000,8.479e+07
413,8452,82000000,9.609e+07
414,310,80000000,4.846e+08
415,27578,80000000,2.745e+08
416,954,80000000,4.577e+08
417,70160,75000000,6.912e+08
418,45243,80000000,2.545e+08
419,364,80000000,2.800e+08
420,7518,80000000,3.434e+08
421,11544,80000000,1.458e+08
422,9986,85000000,1.440e+08
423,8656,75000000,1.405e+08
424,9291,82000000,1.903e+08
425,55301,75000000,3.427e+08
426,109418,80000000,2.470e+08
427,11665,80000000,2.307e+08
428,6964,80000000,2.667e+08
429,11324,80000000,2.948e+08
430,12193,80000000,1.637e+08
431,9928,75000000,2.607e+08
432,754,80000000,2.457e+08
433,10202,80000000,2.129e+08
434,4147,80000000,1.810e+08
435,50546,80000000,2.149e+08
436,1701,75000000,2.240e+08
437,13027,80000000,1.781e+08
438,2289,79000000,1.730e+08
439,20504,80000000,1.571e+08
440,9574,80000000,1.780e+08
441,11618,80000000,9.119e+07
442,2300,80000000,2.502e+08
443,10200,80000000,2.331e+08
444,8834,75000000,1.370e+08
445,228150,68000000,2.118e+08
446,6068,70000000,1.640e+08
447,41515,80000000,2.016e+08
448,9023,80000000,1.226e+08
449,38317,80000000,1.699e+08
450,2157,80000000,1.362e+08
451,14462,80000000,9.611e+07
452,159824,80000000,4.732e+08
453,49948,80000000,9.087e+07
454,2135,80000000,1.237e+08
455,9705,102000000,1.471e+08
456,1656,75000000,1.424e+08
457,12159,85000000,7.149e+07
458,4442,88000000,1.053e+08
459,75,70000000,1.014e+08
460,19959,80000000,1.224e+08
461,11973,80000000,3.457e+07
462,11228,80000000,1.592e+08
463,77951,80000000,1.265e+08
464,5491,44000000,2.140e+07
465,10715,80000000,6.851e+07
466,10197,80000000,5.383e+07
467,9562,80000000,1.948e+07
468,9922,80000000,1.763e+07
469,9447,90000000,6.913e+07
470,274854,90000000,1.469e+08
471,8870,80000000,3.346e+07
472,9992,86000000,1.079e+08
473,10077,80000000,5.990e+06
474,76649,130000000,1.178e+08
475,453,60000000,3.135e+08
476,8587,45000000,7.882e+08
477,72545,79000000,3.557e+08
478,109451,78000000,2.484e+08
479,9533,78000000,2.092e+08
480,2023,100000000,1.081e+08
481,71880,79000000,1.497e+08
482,584,76000000,2.364e+08
483,309809,64000000,9.757e+07
484,4858,80000000,1.507e+07
485,17711,76000000,3.513e+07
486,328111,75000000,8.760e+08
487,8698,78000000,1.793e+08
488,93456,76000000,9.708e+08
489,602,75000000,8.170e+08
490,330,73000000,2.291e+08
491,953,75000000,5.327e+08
492,9693,76000000,6.996e+07
493,36657,75000000,2.963e+08
494,8909,75000000,2.583e+08
495,9802,75000000,3.351e+08
496,950,80000000,6.609e+08
497,1824,75000000,1.965e+08
498,2976,50000000,9.045e+07
499,11026,80000000,7.800e+07
500,75656,75000000,1.177e+08
501,38365,80000000,2.714e+08
502,594,60000000,2.194e+08
503,15189,35000000,7.303e+07
504,11678,75000000,2.157e+08
505,6538,75000000,1.190e+08
506,10555,75000000,3.673e+08
507,1125,70000000,1.549e+08
508,4551,53000000,9.523e+07
509,612,70000000,1.304e+08
510,9567,70000000,8.563e+07
511,37821,75000000,9.816e+07
512,203801,75000000,1.081e+08
513,2539,80000000,5.504e+07
514,9297,75000000,1.402e+08
515,3172,75000000,6.763e+07
516,6520,55000000,1.276e+08
517,37958,75000000,2.269e+08
518,2026,52000000,7.794e+07
519,7450,75000000,3.675e+07
520,11375,75000000,5.114e+07
521,9425,75000000,1.457e+07
522,23685,75000000,5.410e+06
523,11866,45000000,2.101e+07
524,9741,75000000,2.481e+08
525,211672,74000000,1.157e+09
526,23629,82000000,8.979e+07
527,8688,73000000,1.039e+08
528,10153,75000000,1.310e+07
529,153518,73000000,3.498e+08
530,8676,70000000,1.112e+08
531,20829,75000000,6.146e+07
532,4349,70000000,8.666e+07
533,9718,72500000,1.630e+08
534,10808,70000000,1.761e+08
535,197,72000000,2.100e+08
536,25,72000000,9.689e+07
537,35,75000000,5.271e+08
538,11086,72000000,3.732e+07
539,10477,94000000,5.474e+07
540,1997,74500000,6.217e+07
541,6947,60000000,2.567e+08
542,3050,71000000,2.945e+08
543,2675,72000000,4.082e+08
544,809,150000000,9.198e+08
545,920,120000000,4.620e+08
546,4806,70000000,3.095e+08
547,7451,70000000,2.774e+08
548,228165,74000000,3.116e+08
549,3595,80000000,3.095e+08
550,16869,70000000,3.191e+08
551,879,70000000,3.009e+08
552,1573,70000000,2.400e+08
553,9257,80000000,1.166e+08
554,1903,68000000,2.034e+08
555,9697,75000000,4.229e+07
556,395,70000000,1.712e+08
557,23398,75000000,4.431e+08
558,10590,75000000,1.147e+08
559,117263,70000000,1.610e+08
560,200,70000000,1.180e+08
561,44943,70000000,2.025e+08
562,587,70000000,1.229e+08
563,57212,66000000,1.776e+08
564,152760,70000000,1.550e+08
565,2756,70000000,9.000e+07
566,33909,70000000,1.347e+08
567,49017,70000000,2.155e+08
568,9882,70000000,1.167e+08
569,2270,70000000,1.356e+08
570,978,70000000,1.315e+08
571,44564,70000000,6.711e+07
572,3132,70000000,6.598e+07
573,8814,60000000,5.599e+07
574,8427,70000000,3.356e+07
575,52520,70000000,1.601e+08
576,80585,75000000,5.942e+07
577,10592,70000000,3.229e+07
578,49021,66000000,5.778e+07
579,10550,70000000,1.992e+07
580,11258,70000000,1.987e+07
581,12610,75000000,1.360e+07
582,59981,70000000,1.866e+07
583,201088,70000000,1.775e+07
584,5137,70000000,5.796e+07
585,3093,70000000,3.863e+07
586,107846,50000000,1.229e+08
587,188207,70000000,6.128e+07
588,4614,68000000,1.930e+08
589,24021,68000000,6.985e+08
590,11371,68000000,7.107e+07
591,20352,69000000,5.435e+08
592,11517,60000000,3.543e+07
593,214756,68000000,2.170e+08
594,26428,70000000,3.904e+07
595,9824,68000000,2.976e+07
596,48988,36000000,8.316e+07
597,9008,90000000,6.029e+07
598,300673,80000000,5.210e+07
599,12113,70000000,1.133e+08
600,38778,69000000,8.639e+07
601,72331,69000000,1.123e+08
602,1844,66000000,2.124e+08
603,846,66000000,1.892e+08
604,9703,67000000,2.530e+07
605,857,70000000,4.818e+08
606,136797,66000000,2.033e+08
607,3981,70000000,3.741e+08
608,425,59000000,3.833e+08
609,6171,68000000,7.572e+07
610,72976,65000000,2.753e+08
611,603,63000000,4.635e+08
612,568,52000000,3.552e+08
613,9021,65000000,1.729e+08
614,82695,61000000,4.418e+08
615,9489,65000000,2.508e+08
616,12133,65000000,1.281e+08
617,9342,95000000,2.503e+08
618,41733,65000000,2.118e+08
619,227306,65000000,1.634e+08
620,5551,65000000,1.289e+08
621,9350,70000000,2.550e+08
622,9208,50000000,1.503e+08
623,4244,65000000,6.970e+07
624,1852,63000000,1.629e+08
625,76493,65000000,1.794e+08
626,345,65000000,1.621e+08
627,196867,65000000,1.338e+08
628,256591,50100000,1.540e+08
629,59962,65000000,1.570e+08
630,36648,65000000,1.289e+08
631,1880,4200000,3.838e+07
632,71679,65000000,2.402e+08
633,10483,45000000,7.376e+07
634,11412,65000000,8.946e+07
635,6795,65000000,6.432e+07
636,550,63000000,1.009e+08
637,11170,65000000,4.355e+07
638,9292,65000000,1.722e+07
639,100241,65000000,7.115e+07
640,257,50000000,4.209e+07
641,9947,43000000,5.668e+07
642,189,65000000,3.941e+07
643,12618,64000000,7.461e+07
644,253412,55000000,2.034e+08
645,1427,50000000,1.322e+08
646,818,63000000,2.967e+08
647,16577,65000000,4.409e+07
648,329,63000000,9.201e+08
649,12160,63000000,2.505e+07
650,9331,62000000,2.159e+08
651,300168,65000000,1.215e+08
652,9072,64000000,1.016e+08
653,3536,62000000,1.277e+08
654,9087,62000000,1.079e+08
655,12177,62000000,4.182e+07
656,12138,62000000,1.872e+07
657,273248,44000000,1.558e+08
658,50359,63000000,1.840e+08
659,1271,65000000,4.226e+08
660,693,80000000,5.166e+08
661,14306,60000000,2.441e+08
662,497,60000000,2.846e+08
663,9982,150000000,3.144e+08
664,210577,61000000,3.693e+08
665,2501,60000000,2.140e+08
666,710,58000000,3.522e+08
667,2275,60000000,1.497e+08
668,37165,60000000,2.641e+08
669,9837,70000000,2.186e+08
670,10708,60000000,1.644e+08
671,136400,61000000,1.319e+08
672,10992,60000000,9.338e+07
673,9654,60000000,1.761e+08
674,2642,60000000,9.335e+07
675,8916,60000000,1.718e+08
676,19899,70000000,1.718e+08
677,2119,60000000,1.579e+08
678,9641,60000000,1.292e+08
679,294254,61000000,3.113e+08
680,38167,60000000,2.046e+08
681,39514,58000000,7.166e+07
682,9563,55000000,1.002e+08
683,547,60000000,1.869e+08
684,1538,65000000,2.178e+08
685,9334,60000000,1.653e+08
686,11128,60000000,7.454e+07
687,75780,60000000,2.183e+08
688,8914,60000000,7.365e+07
689,39538,60000000,1.376e+08
690,14836,60000000,1.246e+08
691,8645,60000000,1.634e+08
692,9509,70000000,1.303e+08
693,10067,50000000,6.111e+07
694,9384,60000000,1.703e+08
695,9279,60000000,1.298e+08
696,1487,66000000,9.932e+07
697,9422,70000000,5.670e+07
698,77174,60000000,1.071e+08
699,4824,60000000,1.593e+08
700,9620,60000000,9.627e+07
701,10199,60000000,5.088e+07
702,3512,60000000,1.043e+08
703,137094,60000000,5.055e+07
704,274479,60000000,1.011e+08
705,267860,60000000,2.058e+08
706,8078,70000000,1.620e+08
707,7485,61000000,9.570e+07
708,170687,60000000,1.083e+08
709,6435,75000000,4.668e+07
710,137106,60000000,4.692e+08
711,6278,60000000,4.306e+07
712,82682,60000000,1.052e+08
713,17610,60000000,6.236e+07
714,22954,60000000,1.222e+08
715,16995,60000000,8.778e+07
716,16558,78146652,6.000e+07
717,9849,65000000,3.685e+07
718,5820,60000000,7.792e+07
719,16866,70000000,1.049e+08
720,201,60000000,6.731e+07
721,11775,60000000,1.199e+08
722,12201,80000000,7.490e+07
723,11015,60000000,3.396e+07
724,9932,60000000,5.500e+07
725,13389,60000000,7.317e+07
726,17332,60000000,3.172e+07
727,4958,80000000,3.946e+07
728,786,60000000,4.738e+07
729,11679,60000000,7.107e+07
730,38321,60000000,7.831e+07
731,14411,60000000,2.629e+07
732,8413,60000000,2.667e+07
733,10052,60000000,5.232e+07
734,9676,50000000,4.911e+07
735,9664,60000000,1.780e+07
736,2100,72000000,2.764e+07
737,10384,90000000,1.483e+07
738,137321,60000000,3.080e+07
739,123553,60000000,9.057e+07
740,11260,60000000,5.065e+07
741,9009,30000000,2.547e+07
742,2309,60000000,5.749e+07
743,8285,60000000,3.903e+07
744,210860,60000000,3.042e+07
745,381902,68490000,1.937e+08
746,13922,80000000,1.017e+07
747,293660,58000000,7.831e+08
748,190859,58800000,5.423e+08
749,257445,58000000,1.582e+08
750,9007,58000000,1.029e+08
751,889,83000000,5.947e+07
752,1370,63000000,1.890e+08
753,4942,58000000,4.130e+07
754,24438,58000000,8.528e+07
755,116741,58000000,4.400e+07
756,35791,60000000,3.002e+08
757,72431,58000000,5.037e+07
758,1813,57000000,1.529e+08
759,87428,70000000,5.806e+07
760,8840,57000000,1.153e+08
761,10589,60000000,6.135e+07
762,71676,57000000,1.492e+08
763,1722,57000000,6.211e+07
764,10022,56000000,1.130e+08
765,11358,56000000,5.722e+07
766,13,55000000,6.779e+08
767,6477,60000000,3.614e+08
768,1597,55000000,3.304e+08
769,10530,55000000,3.461e+08
770,1924,55000000,3.002e+08
771,9327,54000000,1.288e+08
772,8488,70000000,3.681e+08
773,8273,55000000,2.314e+08
774,109424,55000000,9.500e+07
775,35056,55000000,1.523e+08
776,8839,50000000,2.879e+08
777,156022,55000000,1.923e+08
778,7303,55000000,1.549e+08
779,8963,53000000,1.574e+08
780,1402,55000000,3.071e+08
781,9315,55000000,2.234e+08
782,8984,55000000,2.140e+08
783,795,55000000,1.987e+08
784,24,30000000,1.809e+08
785,393,30000000,1.522e+08
786,9618,55000000,6.341e+07
787,9374,55000000,1.490e+08
788,8584,55000000,5.693e+07
789,2320,55000000,1.220e+08
790,58224,55000000,1.874e+08
791,1729,55000000,1.279e+08
792,175574,55000000,1.100e+08
793,8077,50000000,1.598e+08
794,8818,55000000,1.410e+08
795,8195,55000000,4.161e+07
796,10586,50000000,7.500e+07
797,116149,55000000,2.592e+08
798,80035,68000000,6.827e+07
799,10632,55000000,3.423e+07
800,1792,55000000,3.383e+07
801,72197,60000000,1.183e+08
802,3580,55000000,1.130e+08
803,12123,50000000,6.021e+07
804,9566,55000000,1.863e+07
805,9833,70000000,1.546e+08
806,4517,55000000,7.424e+07
807,8202,62000000,5.230e+07
808,16072,56000000,1.292e+07
809,34314,55000000,1.147e+07
810,145220,50000000,8.038e+07
811,14623,57000000,2.828e+07
812,42297,55000000,8.952e+07
813,802,2000000,9.250e+06
814,10375,55000000,6.416e+06
815,36586,54000000,1.550e+08
816,11321,55000000,1.682e+08
817,70074,55000000,9.490e+06
818,242,54000000,1.368e+08
819,9621,57000000,5.203e+07
820,1819,54000000,1.304e+08
821,8536,54000000,1.905e+08
822,8046,54000000,7.266e+06
823,1717,55000000,9.451e+06
824,479,46000000,1.072e+08
825,9444,53000000,1.398e+08
826,824,52500000,1.792e+08
827,11456,75000000,5.425e+07
828,261023,53000000,9.884e+07
829,3683,90000000,6.590e+07
830,22803,53000000,1.267e+08
831,285923,67000000,2.504e+07
832,640,52000000,3.521e+08
833,97630,40000000,1.328e+08
834,9767,52000000,2.050e+08
835,11631,52000000,6.098e+08
836,32856,52000000,2.165e+08
837,6519,50000000,1.108e+08
838,8741,52000000,9.813e+07
839,49520,52000000,7.545e+07
840,1850,82000000,4.743e+07
841,524,52000000,1.161e+08
842,26389,52000000,5.283e+07
843,2123,51000000,1.493e+08
844,9907,51000000,7.278e+07
845,18239,50000000,7.098e+08
846,808,60000000,4.844e+08
847,38050,50200000,1.279e+08
848,8367,48000000,3.905e+08
849,9390,50000000,2.736e+08
850,72105,50000000,5.494e+08
851,2898,50000000,3.142e+08
852,10312,50000000,2.023e+08
853,109443,50000000,1.736e+08
854,2022,50000000,1.713e+08
855,37686,50000000,2.601e+08
856,462,52000000,2.563e+08
857,9919,50000000,1.774e+08
858,187017,50000000,1.884e+08
859,628,60000000,2.237e+08
860,10201,70000000,2.260e+08
861,302699,50000000,2.170e+08
862,274167,50000000,2.428e+08
863,224141,50000000,2.129e+08
864,388,45000000,1.844e+08
865,2112,90000000,1.616e+08
866,10329,50000000,1.520e+08
867,74465,50000000,1.201e+08
868,13811,50000000,1.554e+08
869,6877,50000000,8.872e+07
870,10320,50000000,1.615e+08
871,50646,50000000,1.429e+08
872,8920,50000000,2.008e+08
873,60308,50000000,1.102e+08
874,6950,50000000,1.899e+08
875,225574,50000000,2.228e+08
876,13836,50000000,1.063e+08
877,752,54000000,1.325e+08
878,6038,50000000,8.832e+07
879,9975,50000000,6.983e+07
