,id,budget,revenue
880,11451,50000000,6.600e+07
881,12103,50000000,1.000e+08
882,60304,50000000,2.248e+08
883,2251,50000000,1.191e+08
884,46529,50000000,1.445e+08
885,231,50000000,9.400e+07
886,300671,50000000,6.941e+07
887,228326,50000000,9.744e+07
888,9754,45000000,8.280e+07
889,66,50000000,5.007e+07
890,4421,50000000,4.817e+07
891,2649,50000000,1.094e+08
892,588,50000000,9.761e+07
893,71552,50000000,2.350e+08
894,9631,50000000,4.455e+07
895,216282,50000000,1.606e+08
896,306,50000000,1.192e+08
897,928,50000000,4.148e+07
898,205587,50000000,8.372e+07
899,1577,45000000,1.294e+08
900,9801,50000000,4.020e+07
901,2116,50000000,5.550e+07
902,9624,50000000,4.900e+07
903,14199,50000000,6.943e+07
904,1907,40000000,1.441e+08
905,4599,50000000,4.972e+07
906,22832,40000000,6.046e+07
907,9879,50000000,1.133e+08
908,38579,50000000,8.376e+07
909,44603,50000000,1.052e+08
910,11892,50000000,5.671e+07
911,9691,50000000,3.030e+07
912,1248,50000000,8.217e+07
913,12220,50000000,5.890e+07
914,72710,44000000,6.333e+07
915,10782,50000000,4.279e+07
916,9573,50000000,2.620e+07
917,4959,50000000,6.016e+07
918,10061,50000000,4.228e+07
919,10386,70000000,2.316e+07
920,421,50000000,3.481e+07
921,316152,50000000,2.504e+07
922,11615,50000000,3.896e+07
923,241554,50000000,7.156e+07
924,2252,51500000,5.511e+07
925,11968,50000000,4.443e+07
926,10047,60000000,6.698e+07
927,38319,49900000,2.612e+07
928,69668,50000000,3.850e+07
929,9770,50000000,1.054e+07
930,11212,50000000,1.667e+07
931,10533,50000000,1.038e+07
932,38363,22000000,2.419e+07
933,9923,50000000,2.294e+07
934,11863,50000000,9.852e+06
935,18501,50000000,4.083e+07
936,109491,60000000,6.005e+07
937,329833,50000000,5.597e+07
938,12634,50000000,6.809e+06
939,47327,50000000,2.893e+07
940,15268,50000000,1.276e+07
941,10796,49000000,7.270e+07
942,9548,49000000,2.042e+07
943,18947,50000000,3.635e+07
944,1900,48000000,2.075e+08
945,89,48000000,4.742e+08
946,198184,49000000,1.044e+08
947,9481,73000000,1.515e+08
948,4547,48000000,1.964e+08
949,6415,75000000,1.080e+08
950,181283,50000000,3.324e+06
951,9896,48000000,8.550e+07
952,167,48000000,5.032e+07
953,1636,48000000,9.038e+07
954,2148,58000000,2.593e+07
955,5176,55000000,7.002e+07
956,260346,48000000,3.258e+08
957,1389,48000000,7.775e+07
958,9894,47000000,1.028e+08
959,8592,47000000,1.037e+08
960,913,48000000,1.243e+08
961,11091,48000000,3.574e+07
962,1368,15000000,1.252e+08
963,5393,47000000,3.809e+07
964,9095,47000000,1.238e+07
965,8874,38000000,2.993e+08
966,320,46000000,1.137e+08
967,199,46000000,1.500e+08
968,20533,47000000,1.054e+07
969,10684,46000000,1.009e+08
970,1624,45000000,1.810e+08
971,325789,25000000,1.544e+07
972,113464,46000000,5.200e+06
973,888,46000000,3.416e+08
974,82675,45000000,3.761e+08
975,4256,48000000,2.207e+08
976,1493,45000000,2.120e+08
977,88751,45000000,1.017e+08
978,11130,40000000,9.515e+07
979,9944,45000000,1.953e+08
980,10731,45000000,1.176e+08
981,7350,45000000,1.754e+08
982,9869,45000000,1.781e+08
983,4379,43000000,1.547e+08
984,146233,46000000,1.221e+08
985,2034,45000000,1.049e+08
986,926,45000000,9.068e+07
987,4248,45000000,1.412e+08
988,64328,45000000,1.652e+08
989,36647,45000000,1.312e+08
990,7214,30000000,7.667e+07
991,1537,45000000,9.494e+07
992,9360,45000000,1.369e+08
993,6282,45000000,1.139e+08
994,508,40000000,2.449e+08
995,9487,120000000,3.633e+08
996,768,35000000,7.456e+07
997,2636,45000000,1.704e+08
998,10478,45000000,5.385e+07
999,9981,45000000,5.607e+07
1000,7453,50000000,1.045e+08
1001,7737,45000000,1.484e+08
1002,232672,40000000,1.235e+08
1003,17379,45000000,3.840e+07
1004,82525,45000000,8.297e+07
1005,9759,25000000,5.642e+07
1006,9486,40000000,1.606e+08
1007,9906,50000000,5.518e+07
1008,841,40000000,3.093e+07
1009,4148,35000000,7.523e+07
1010,2207,55000000,6.566e+07
1011,9381,70000000,7.211e+07
1012,20856,45000000,5.788e+07
1013,5955,35000000,2.940e+07
1014,9899,45000000,3.806e+07
1015,9826,45000000,1.730e+07
1016,10858,44000000,1.368e+07
1017,11439,45000000,6.022e+07
1018,9457,45000000,1.120e+07
1019,12412,45000000,9.324e+06
1020,13184,45000000,4.249e+07
1021,2185,40000000,8.494e+06
1022,6639,45000000,4.608e+06
1023,38153,45000000,2.155e+06
1024,58233,45000000,1.601e+08
1025,116977,65000000,7.371e+04
1026,68734,44500000,2.323e+08
1027,5503,44000000,3.689e+08
1028,27573,40000000,1.360e+08
1029,819,44000000,1.656e+08
1030,1369,44000000,3.004e+08
1031,10895,2600000,8.430e+07
1032,10935,44000000,3.484e+06
1033,834,50000000,1.113e+08
1034,228066,40000000,3.423e+07
1035,711,43000000,8.005e+07
1036,10027,45000000,5.087e+07
1037,11812,43000000,6.870e+07
1038,37233,42000000,2.702e+08
1039,37950,44000000,4.819e+07
1040,27582,40000000,5.107e+07
1041,64688,42000000,2.016e+08
1042,509,42000000,3.639e+08
1043,7443,45000000,2.248e+08
1044,5966,42000000,1.720e+08
1045,11066,40000000,7.010e+07
1046,136795,43000000,1.587e+08
1047,8095,31115000,7.100e+07
1048,11560,42000000,6.378e+07
1049,2637,32000000,5.516e+07
1050,709,32000000,1.562e+08
1051,49730,42000000,8.916e+07
1052,2749,60000000,5.636e+07
1053,9607,48000000,2.092e+07
1054,1830,42000000,2.413e+07
1055,79,31000000,1.774e+08
1056,54054,40000000,3.689e+07
1057,228967,44000000,1.234e+07
1058,46528,42000000,1.109e+07
1059,27936,33000000,1.400e+07
1060,65,41000000,2.150e+08
1061,9476,65000000,1.175e+08
1062,745,40000000,6.728e+08
1063,49527,42000000,4.622e+07
1064,73937,41000000,7.448e+06
1065,1885,8000000,9.082e+07
1066,168672,40000000,2.512e+08
1067,18240,40000000,3.174e+08
1068,10398,70000000,1.778e+08
1069,165,40000000,3.320e+08
1070,240832,40000000,1.265e+08
1071,216015,40000000,5.710e+08
1072,12279,38000000,1.970e+08
1073,1645,40000000,1.523e+08
1074,11007,40000000,1.902e+08
1075,193756,40000000,1.493e+08
1076,11287,40000000,1.075e+08
1077,259693,40000000,3.202e+08
1078,37799,40000000,2.249e+08
1079,10184,40000000,1.773e+08
1080,4257,45000000,1.783e+08
1081,4234,40000000,1.618e+08
1082,196,40000000,2.445e+08
1083,257091,40000000,1.118e+08
1084,6114,40000000,2.159e+08
1085,24803,40000000,1.295e+08
1086,109410,40000000,9.502e+07
1087,1213,40000000,1.288e+08
1088,100042,40000000,1.698e+08
1089,9036,40000000,1.205e+08
1090,257211,35000000,1.946e+08
1091,323675,40000000,1.248e+08
1092,9361,40000000,7.551e+07
1093,1677,40000000,1.247e+08
1094,187,40000000,1.587e+08
1095,7461,40000000,1.512e+08
1096,16538,41000000,9.164e+07
1097,9889,40000000,1.411e+08
1098,820,40000000,2.054e+08
1099,11565,40000000,1.383e+08
1100,6073,57000000,1.478e+08
1101,16996,20000000,1.363e+08
1102,193610,40000000,1.968e+08
1103,19912,40000000,1.862e+08
1104,296098,40000000,1.655e+08
1105,8007,40000000,9.175e+07
1106,32823,40000000,9.003e+07
1107,4380,50000000,1.701e+08
1108,11551,40000000,5.468e+07
1109,10336,40000000,8.784e+07
1110,11362,35000000,7.540e+07
1111,50348,40000000,8.541e+07
1112,48138,30000000,1.308e+08
1113,1124,40000000,1.097e+08
1114,227159,42000000,1.077e+08
1115,68179,40000000,7.460e+07
1116,1579,40000000,1.202e+08
1117,708,40000000,1.912e+08
1118,34851,40000000,1.262e+08
1119,1586,40000000,9.291e+07
1120,2044,40000000,1.148e+08
1121,9913,43000000,9.197e+07
1122,10761,40000000,8.460e+07
1123,209451,40000000,6.735e+07
1124,11975,40000000,4.592e+07
1125,4970,40000000,1.416e+08
1126,11831,36000000,7.400e+07
1127,440,40000000,4.180e+07
1128,11172,40000000,1.459e+08
1129,39513,40000000,9.755e+07
1130,82687,40000000,4.186e+07
1131,41446,40000000,9.714e+07
1132,8224,40000000,9.662e+07
1133,10537,38000000,3.442e+07
1134,225886,40000000,1.261e+08
1135,10385,40000000,3.604e+07
1136,55779,47000000,1.579e+08
1137,10647,40000000,5.571e+07
1138,11431,30000000,5.045e+07
1139,8850,25000000,4.806e+07
1140,64685,40000000,5.525e+07
1141,38357,40000000,5.879e+07
1142,10060,40000000,4.644e+07
1143,11398,40000000,3.020e+07
1144,1833,40000000,3.167e+07
1145,8970,75000000,2.900e+07
1146,9306,40000000,4.963e+07
1147,11370,40000000,2.705e+07
1148,1921,40000000,6.575e+07
1149,1683,40000000,6.277e+07
1150,203,500000,3.000e+06
1151,11858,40000000,2.433e+07
1152,62835,40000000,6.097e+07
1153,18937,40000000,3.817e+07
1154,13536,40000000,2.243e+07
1155,10718,40000000,4.655e+07
1156,10802,45000000,2.035e+07
1157,1887,40000000,6.047e+07
1158,10461,63600000,1.941e+07
1159,80278,42000000,1.803e+08
1160,12704,55000000,1.438e+07
1161,10315,40000000,4.647e+07
1162,16643,40000000,1.687e+07
1163,2687,40000000,1.436e+07
1164,194,10000000,1.739e+08
1165,8849,60000000,1.340e+07
1166,78698,40000000,2.472e+07
1167,30943,38000000,2.812e+07
1168,9544,40000000,1.890e+07
1169,24418,40000000,2.817e+07
1170,7288,40000000,1.932e+07
1171,10366,45000000,1.067e+07
1172,19898,33000000,2.065e+07
1173,15074,40000000,1.096e+07
1174,1272,50000000,3.202e+07
1175,72358,40000000,2.204e+07
1176,266396,40000000,1.364e+07
1177,9978,40000000,2.394e+07
1178,8271,20000000,1.178e+08
1179,10428,20000000,7.564e+06
1180,110415,39200000,8.676e+07
1181,9495,15000000,9.400e+07
1182,256040,40000000,1.000e+08
1183,24420,39000000,1.012e+08
1184,62214,39000000,3.529e+07
1185,16320,39000000,3.887e+07
1186,8842,39000000,6.614e+06
1187,9531,39000000,7.585e+07
1188,64807,40000000,4.491e+07
1189,12289,80341000,1.278e+08
1190,11529,30000000,1.806e+08
1191,20943,38000000,2.053e+08
1192,9488,38000000,1.197e+08
1193,193,38000000,1.200e+08
1194,44865,3860000,6.408e+07
1195,55787,38000000,1.142e+08
1196,10400,50000000,7.396e+07
1197,1957,38000000,5.180e+07
1198,256961,38000000,1.076e+08
1199,5852,53000000,2.970e+07
1200,622,38000000,5.840e+07
1201,11306,38000000,1.738e+07
1202,12508,57000000,1.699e+07
1203,25793,10000000,4.754e+07
1204,10534,38000000,1.030e+07
1205,1091,15000000,1.963e+07
1206,87421,38000000,9.834e+07
1207,10871,37000000,6.482e+06
1208,13600,55000000,1.787e+07
1209,68722,32000000,2.826e+07
1210,14324,38000000,5.411e+06
1211,14325,40000000,9.793e+06
1212,299687,38000000,1.099e+08
1213,312221,37000000,1.736e+08
1214,23168,37000000,1.540e+08
1215,76494,40000000,7.970e+07
1216,4944,37000000,1.637e+08
1217,10488,37000000,1.001e+08
1218,96721,38000000,9.025e+07
1219,334,37000000,4.845e+07
1220,23742,30000000,5.558e+07
1221,259694,38000000,1.123e+08
1222,62837,37000000,9.540e+07
1223,8966,37000000,3.926e+08
1224,8470,36000000,1.022e+08
1225,11001,65000000,1.178e+08
1226,138832,37000000,2.700e+08
1227,16911,36500000,2.183e+07
1228,2163,36000000,5.016e+07
1229,36670,36000000,1.600e+08
1230,23048,36000000,6.457e+07
1231,227735,36000000,5.242e+07
1232,2155,42000000,3.217e+07
1233,8409,36000000,4.435e+07
1234,222936,37000000,2.625e+07
1235,48171,37000000,9.605e+07
1236,782,36000000,1.253e+07
1237,75531,36000000,3.003e+06
1238,11802,37000000,6.380e+07
1239,18785,35000000,4.593e+08
1240,365222,36000000,1.568e+08
1241,817,33000000,3.109e+08
1242,268,35000000,4.113e+08
1243,943,35000000,3.217e+08
1244,22881,29000000,3.092e+08
1245,10054,35000000,1.479e+08
1246,51540,35000000,1.170e+08
1247,44264,38000000,2.523e+08
1248,350,35000000,3.266e+08
1249,152,35000000,1.390e+08
1250,109431,35000000,1.740e+08
1251,1598,35000000,1.823e+08
1252,8065,35000000,6.982e+07
1253,271718,35000000,1.408e+08
1254,11638,35000000,6.892e+07
1255,409,27000000,2.320e+08
1256,2118,35000000,1.262e+08
1257,11459,35000000,8.637e+07
1258,9348,35000000,1.134e+08
1259,377,1800000,2.550e+07
1260,8843,33000000,1.042e+08
1261,39486,35000000,6.025e+07
1262,1273,34000000,9.561e+07
1263,13920,32000000,5.228e+07
1264,50544,35000000,1.505e+08
1265,325133,35000000,1.088e+08
1266,140823,35000000,1.125e+08
1267,1883,34000000,4.817e+07
1268,89492,35000000,8.806e+07
1269,22949,35000000,9.222e+07
1270,12437,35000000,9.135e+07
1271,2959,35000000,6.931e+07
1272,11648,30000000,5.841e+07
1273,9366,35000000,4.195e+07
1274,1576,33000000,1.030e+08
1275,609,10700000,1.222e+08
1276,13051,35000000,8.542e+07
1277,49530,40000000,1.739e+08
1278,34806,35000000,7.748e+07
1279,49022,35000000,5.990e+07
1280,23479,35000000,3.532e+07
1281,11667,35000000,9.942e+07
1282,423,35000000,1.201e+08
1283,10066,40000000,6.877e+07
1284,2288,27000000,1.155e+08
1285,88794,35000000,8.461e+07
1286,13515,35000000,7.244e+07
1287,11979,35000000,4.548e+07
1288,169,35000000,5.712e+07
1289,8090,35000000,3.248e+07
1290,11622,35000000,4.026e+07
1291,3604,35000000,2.711e+07
1292,9541,35000000,3.610e+07
1293,94348,45000000,3.035e+07
1294,8197,35000000,2.511e+07
1295,336004,8900000,4.100e+06
1296,35019,35000000,9.325e+07
1297,8836,30000000,6.837e+07
1298,14442,31000000,2.739e+07
1299,321741,35000000,5.036e+07
1300,59965,35000000,8.209e+07
1301,14175,35000000,1.948e+07
1302,11918,35000000,2.587e+07
1303,98357,56000000,1.970e+07
1304,10012,35000000,1.929e+07
1305,49526,35000000,3.108e+07
1306,268920,35000000,5.168e+07
1307,9093,35000000,2.988e+07
1308,119283,35000000,4.622e+07
1309,11823,31000000,4.151e+07
1310,35169,35000000,3.934e+07
1311,849,27000000,1.652e+07
1312,4515,35000000,6.322e+07
1313,6575,35000000,1.832e+07
1314,13496,35000000,1.368e+07
1315,18320,35000000,2.741e+07
1316,22787,40000000,1.221e+07
1317,8967,32000000,5.467e+07
1318,144336,35000000,1.751e+07
1319,9616,35000000,1.156e+07
1320,13056,20500000,1.009e+07
1321,14113,35000000,1.251e+07
1322,285783,35000000,6.118e+07
1323,9726,35000000,4.206e+07
1324,20763,35000000,4.652e+06
1325,9280,35000000,1.684e+07
1326,11876,35000000,1.500e+07
1327,22267,38000000,6.351e+05
1328,1969,35000000,1.050e+07
1329,198663,34000000,3.483e+08
1330,239573,35000000,1.443e+07
1331,10436,34000000,3.226e+07
1332,1381,35000000,1.530e+07
1333,2162,70000000,1.126e+07
1334,127493,35000000,2.107e+06
1335,12429,41677699,1.875e+08
1336,228205,34000000,6.301e+07
1337,2900,75000000,1.960e+07
1338,192136,35000000,2.733e+07
1339,18254,32000000,4.038e+07
1340,881,40000000,2.432e+08
1341,10877,50000000,7.996e+07
1342,9600,30000000,1.740e+08
1343,71469,30000000,6.463e+07
1344,85446,33000000,1.405e+08
1345,326,33000000,6.202e+07
1346,7220,33000000,5.470e+07
1347,9763,30000000,2.761e+07
1348,72387,30000000,4.035e+07
1349,1892,32350000,5.727e+08
1350,13460,30000000,2.221e+07
1351,8055,32000000,1.130e+08
1352,50647,35000000,2.416e+07
1353,10719,32000000,1.734e+08
1354,9294,32000000,1.520e+08
1355,9353,32000000,8.020e+07
1356,55721,32500000,2.884e+08
1357,109414,32000000,1.260e+08
1358,10307,29000000,5.004e+07
1359,11978,32000000,4.881e+07
1360,22907,32000000,6.906e+07
1361,87567,35000000,2.182e+07
1362,38322,32000000,8.362e+07
1363,45612,32000000,1.473e+08
1364,7305,32000000,3.673e+07
1365,3594,30000000,7.757e+07
1366,157841,33000000,9.495e+06
1367,11519,35000000,3.176e+07
1368,59,32000000,6.074e+07
1369,9335,32000000,8.517e+07
1370,12106,32000000,1.855e+07
1371,11141,28000000,3.002e+07
1372,31867,32000000,1.841e+07
1373,10253,70000000,5.359e+07
1374,124459,30000000,2.744e+07
1375,24662,32000000,3.567e+06
1376,182,32000000,5.915e+06
1377,28,31500000,8.946e+07
1378,38073,32000000,4.205e+07
1379,302156,31500000,1.471e+07
1380,606,31000000,1.285e+08
1381,87502,31000000,1.618e+08
1382,698,34000000,2.103e+08
1383,120467,30000000,1.746e+08
1384,11313,31000000,2.419e+07
1385,6488,31000000,5.321e+07
1386,10559,31000000,6.811e+07
1387,296099,31000000,1.044e+08
1388,8012,30250000,1.151e+08
1389,1574,45000000,3.068e+08
1390,9032,34200000,2.348e+08
1391,2770,30000000,2.876e+08
1392,862,30000000,3.736e+08
1393,1637,30000000,3.504e+08
1394,72570,30000000,1.961e+08
1395,27569,31000000,1.513e+07
1396,10637,30000000,1.367e+08
1397,1669,30000000,1.992e+08
1398,132363,25000000,1.159e+08
1399,9472,20000000,1.677e+08
1400,2907,30000000,1.915e+08
1401,9273,30000000,2.124e+08
1402,9880,37000000,1.653e+08
1403,2925,26000000,1.164e+08
1404,807,33000000,3.273e+08
1405,17654,30000000,2.108e+08
1406,11836,30000000,1.402e+08
1407,322,25000000,1.568e+08
1408,70,30000000,2.168e+08
1409,9535,80000000,1.769e+08
1410,11036,29000000,1.156e+08
1411,6557,30000000,1.603e+08
1412,18126,35000000,1.555e+08
1413,16340,30,1.030e+02
1414,10333,30000000,7.479e+07
1415,4476,30000000,1.606e+08
1416,22947,25000000,1.637e+08
1417,2755,30000000,1.058e+08
1418,82654,35000000,1.170e+08
1419,59967,30000000,4.704e+07
1420,9598,30000000,2.541e+08
1421,82696,30000000,1.143e+08
1422,9870,30000000,1.052e+08
1423,8292,45000000,9.237e+07
1424,8780,30000000,6.383e+07
1425,10521,30000000,1.147e+08
1426,10762,19000000,6.963e+07
1427,10096,37000000,9.646e+07
1428,59436,30000000,1.511e+08
1429,4133,53000000,8.328e+07
1430,10207,80000000,1.189e+08
1431,172,30000000,7.020e+07
1432,36593,30000000,5.113e+07
1433,707,30000000,1.524e+08
1434,533,30000000,1.925e+08
1435,6023,30000000,1.568e+08
1436,6439,30000000,9.377e+07
1437,4347,30000000,1.293e+08
1438,4105,30000000,4.589e+07
1439,76489,30000000,5.482e+07
1440,3933,40000000,1.172e+08
1441,273481,30000000,8.403e+07
1442,307081,30000000,9.171e+07
1443,16871,30000000,9.081e+07
1444,293863,25000000,6.566e+07
1445,41233,30000000,1.593e+08
1446,9266,25000000,5.184e+07
1447,1262,30000000,5.365e+07
1448,4513,30000000,7.551e+07
1449,22970,30000000,6.649e+07
1450,7278,30000000,8.465e+07
1451,9013,30000000,3.841e+07
1452,865,27000000,3.812e+07
1453,10776,25000000,3.875e+07
1454,50456,30000000,6.378e+07
1455,9823,30000000,5.138e+07
1456,59861,30000000,3.616e+07
1457,133805,30000000,8.239e+07
1458,12763,30000000,3.474e+07
1459,9766,30000000,4.148e+07
1460,12244,30000000,4.843e+07
1461,109421,30000000,6.337e+07
1462,51162,30000000,1.446e+07
1463,10152,19000000,3.927e+07
1464,9452,30000000,2.920e+07
1465,9271,30000000,2.405e+07
1466,48340,30000000,1.086e+08
1467,14846,35000000,2.203e+07
1468,72207,30000000,5.391e+07
1469,16232,30000000,2.180e+07
1470,43539,30000000,5.115e+07
1471,9920,30000000,3.107e+07
1472,8978,30000000,3.529e+07
1473,11702,30000000,1.920e+07
1474,18550,25000000,1.719e+07
1475,43347,30000000,1.028e+08
1476,3489,30000000,1.693e+07
1477,9701,35000000,2.522e+07
1478,2122,40000000,2.616e+07
1479,10658,37000000,3.796e+07
1480,13150,30000000,3.115e+07
1481,9042,30000000,1.501e+07
1482,17813,30000000,1.537e+07
1483,11208,30000000,1.300e+07
1484,58151,17000000,2.492e+07
1485,11400,30000000,3.054e+07
1486,11058,25000000,3.011e+07
1487,14844,23000000,1.200e+01
1488,57089,30000000,1.352e+07
1489,1947,30000000,1.862e+07
1490,8054,30000000,6.435e+07
1491,46829,30000000,8.454e+06
1492,146238,30000000,6.262e+07
1493,9989,30000000,1.820e+07
1494,9665,18000000,2.683e+07
1495,13967,30000000,3.508e+07
1496,9053,21000000,4.803e+05
1497,4512,30000000,1.471e+07
1498,76349,30000000,1.083e+05
1499,45610,30000000,2.528e+06
1500,223702,19000000,1.408e+08
1501,254470,29000000,2.875e+08
1502,69,28000000,1.864e+08
1503,4967,30000000,3.704e+07
1504,4912,30000000,3.301e+07
1505,12771,29000000,1.693e+07
1506,323676,29000000,7.864e+07
1507,11249,12000000,2.483e+07
1508,9667,29000000,2.113e+07
1509,812,28000000,5.041e+08
1510,277216,28000000,2.016e+08
1511,87,28000000,3.330e+08
1512,14444,30000000,1.005e+08
1513,2043,60000000,1.052e+08
1514,315664,29000000,4.890e+07
1515,1428,29000000,9.819e+07
1516,562,28000000,1.408e+08
1517,15373,28000000,9.238e+07
1518,318846,28000000,1.333e+08
1519,14292,28000000,6.445e+07
1520,924,28000000,1.024e+08
1521,2018,35000000,9.473e+07
1522,192577,30000000,1.714e+07
1523,9428,21000000,7.144e+07
1524,2832,30000000,9.026e+07
1525,137093,28000000,1.344e+08
1526,699,28000000,1.953e+08
1527,9778,28000000,7.752e+07
1528,8831,27000000,1.016e+08
1529,9398,28000000,6.078e+07
1530,112949,28000000,9.759e+07
1531,10439,28000000,3.951e+07
1532,3638,28000000,9.260e+07
1533,23483,28000000,9.619e+07
1534,62206,28000000,4.055e+07
1535,10577,28000000,3.300e+07
1536,218778,28000000,1.007e+08
1537,4348,28000000,1.211e+08
1538,78,28000000,3.314e+07
1539,11780,28000000,3.160e+07
1540,192102,28000000,5.260e+07
1541,2001,21000000,5.493e+07
1542,11516,35866397,2.022e+07
1543,10025,28000000,3.816e+07
1544,15198,28000000,8.888e+06
1545,23172,28000000,4.524e+07
1546,17834,28000000,8.345e+06
1547,10016,28000000,1.401e+07
1548,10317,28000000,7.002e+06
1549,58431,28000000,1.637e+07
1550,9746,28000000,5.685e+06
1551,13092,27000000,1.729e+07
1552,59859,28000000,6.070e+07
1553,13495,24000000,2.332e+07
1554,254473,28000000,6.890e+07
1555,700,27500000,1.875e+08
1556,4964,30000000,2.191e+08
1557,10024,30000000,9.571e+07
1558,13490,35000000,4.365e+07
1559,15927,8000000,2.719e+07
1560,1259,15000000,4.947e+07
1561,5125,27500000,2.475e+07
1562,174,27000000,9.690e+07
1563,9437,27000000,6.053e+07
1564,525,27000000,1.152e+08
1565,10188,27000000,4.435e+07
1566,245,27000000,1.290e+08
1567,9825,27000000,5.687e+07
1568,186,27000000,5.631e+07
1569,9549,27000000,2.150e+07
1570,61891,30000000,1.540e+07
1571,34584,27000000,2.016e+07
1572,2666,27000000,2.720e+07
1573,13155,25000000,1.114e+07
1574,42807,27000000,7.600e+07
1575,28355,27000000,2.900e+07
1576,8080,27000000,1.300e+07
1577,56288,27000000,8.556e+07
1578,303858,27000000,9.328e+07
1579,1613,28,1.400e+01
1580,16617,27000000,2.115e+07
1581,8944,25000000,6.673e+06
1582,14560,26000000,1.833e+08
1583,10330,26000000,1.102e+08
1584,6957,26000000,1.094e+08
1585,1934,25000000,2.893e+08
1586,169917,28000000,5.318e+07
1587,951,15000000,2.020e+08
1588,10189,27000000,1.016e+08
1589,9454,26000000,6.571e+07
1590,2055,22000000,6.830e+07
1591,1551,26000000,6.149e+07
1592,5902,22000000,5.075e+07
1593,11460,26000000,5.789e+07
1594,9358,26000000,9.043e+07
1595,134,26000000,7.187e+07
1596,22894,26000000,6.792e+07
1597,134374,25000000,8.618e+07
1598,15028,26000000,3.879e+07
1599,7445,26000000,4.332e+07
1600,17047,26000000,2.882e+07
1601,62838,56000000,1.420e+08
1602,2057,42000000,3.540e+07
1603,70436,26000000,2.966e+07
1604,16784,30000000,1.400e+07
1605,8011,26000000,3.680e+07
1606,36355,25530000,2.008e+07
1607,238615,26000000,3.052e+07
1608,1985,25000000,8.247e+07
1609,615,30000000,6.119e+08
1610,788,25000000,4.413e+08
1611,380,25000000,4.128e+08
1612,13223,33000000,2.700e+08
1613,10523,25100000,2.951e+07
1614,8681,25000000,2.268e+08
1615,239571,26000000,3.593e+07
1616,619,25000000,4.110e+08
1617,424,22000000,3.214e+08
1618,50014,25000000,1.243e+08
1619,162903,28000000,8.555e+06
1620,6466,30000000,1.149e+08
1621,12589,25000000,8.094e+07
1622,7191,25000000,1.708e+08
1623,1497,25000000,7.800e+07
1624,117,25000000,7.627e+07
1625,6977,25000000,1.716e+08
1626,168530,25000000,1.540e+08
1627,634,25000000,2.819e+08
1628,392,25000000,1.525e+08
1629,10327,45000000,1.249e+08
1630,88042,25000000,1.198e+08
1631,41630,25000000,1.478e+08
1632,11969,25000000,5.651e+07
1633,2085,25000000,9.104e+07
1634,794,2800000,6.092e+07
1635,9286,25000000,1.177e+08
1636,77877,25000000,9.936e+07
1637,1265,60000000,1.376e+08
1638,866,25000000,1.168e+08
1639,75174,25000000,7.728e+07
1640,11096,25000000,1.226e+08
1641,8699,26000000,9.057e+07
1642,769,25000000,4.684e+07
1643,10923,28000000,5.880e+07
1644,11283,25000000,1.225e+08
1645,111,25000000,6.588e+07
1646,746,23000000,4.398e+07
1647,77866,25000000,6.310e+07
1648,7345,25000000,7.721e+07
1649,12277,25000000,4.160e+07
1650,9779,25000000,3.905e+07
1651,2140,25000000,6.444e+07
1652,12620,25000000,7.044e+07
1653,14177,25000000,3.635e+07
1654,198185,25000000,3.831e+07
1655,227156,25000000,6.698e+07
1656,11351,17000000,6.310e+07
1657,10030,25000000,5.919e+07
1658,10623,25000000,5.649e+07
1659,590,25000000,4.160e+07
1660,9655,20000000,3.389e+07
1661,1268,25000000,2.297e+08
1662,11237,20000000,7.099e+07
1663,190955,25500000,2.415e+06
1664,5123,25000000,6.612e+07
1665,4518,30000000,8.215e+07
1666,11932,25000000,5.067e+07
1667,11165,25485000,2.955e+07
1668,6116,25000000,1.000e+08
1669,57431,25000000,3.494e+07
1670,278,25000000,2.834e+07
1671,9290,21150000,3.944e+07
1672,11543,27000000,2.502e+07
1673,284536,25000000,3.917e+07
1674,152737,25000000,7.419e+07
1675,13374,25000000,2.765e+07
1676,8976,30000000,4.289e+07
1677,319888,23000000,4.615e+07
1678,9469,25000000,2.157e+07
1679,1909,25000000,2.220e+07
1680,22971,25000000,1.150e+08
1681,34813,25000000,2.358e+07
1682,46261,25000000,3.699e+07
1683,10431,25000000,4.045e+07
1684,8051,25000000,1.700e+07
1685,9352,25000000,2.080e+07
1686,15487,25000000,1.543e+07
1687,22825,30000000,3.333e+07
1688,1831,25000000,2.436e+07
1689,43931,25000000,1.983e+07
1690,10591,25000000,3.041e+07
1691,10861,25000000,5.170e+07
1692,276907,25000000,4.297e+07
1693,65055,28000000,1.013e+07
1694,10397,25,1.300e+01
1695,200505,25000000,2.883e+07
1696,60309,25000000,1.548e+07
1697,9787,25000000,1.341e+07
1698,293646,25000000,2.490e+07
1699,6978,25000000,1.100e+07
1700,59440,25000000,2.306e+07
1701,1770,28000000,1.690e+07
1702,8988,25000000,1.121e+07
1703,15992,25000000,1.072e+07
1704,17707,25000000,1.300e+07
1705,77883,14000000,8.545e+07
1706,40001,25000000,1.007e+07
1707,64639,25000000,1.032e+07
1708,9903,25000000,1.177e+07
1709,20766,32000000,2.764e+07
1710,24264,25000000,5.778e+06
1711,9067,25000000,4.064e+06
1712,8338,25000000,1.984e+07
1713,168705,25000000,2.405e+06
1714,72113,25000000,2.760e+07
